Num_Acc,an,mois,jour,hrmn,com,agg,int,col,lum,atm,catr,circ,prof,lartpc,larrout,surf,infra,situ,grav,sexe,age,trajet,equipement,obs,obsm,choc,manv,typevehicules,manoeuvehicules,numVehicules
201600055672,2016,11,2,12:50,75117,2,3,6,1,1,4,1,1,0,0,2,0,1,1,2,51,4,2,0,1,1,5,0,0,
201700054022,2017,4,5,17:15,75109,2,2,6,1,1,4,1,1,0,60,1,0,5,1,1,19,1,2,0,1,1,1,0,0,
200800051597,2008,9,2,20:30,78358,2,1,6,5,1,9,-1,1,0,80,1,0,4,1,1,25,0,9,0,0,1,0,0,0,
201300055299,2013,4,3,18:50,75119,2,3,1,1,1,4,2,1,20,50,1,6,4,1,2,23,5,2,0,2,1,5,1,1,1.0
201800012483,2018,3,7,16:40,36018,2,1,3,1,1,4,2,3,0,0,1,0,1,1,1,55,5,2,0,9,2,1,1,1,1.0
201900030065,2019,9,3,16:15,75118,2,2,6,1,1,4,2,1,0,0,1,0,6,1,1,48,5,2,0,1,1,7,0,0,
200700046055,2007,7,6,10:00,75115,2,1,6,1,1,9,1,2,0,0,1,0,1,1,1,27,5,9,0,1,0,5,0,0,
200500066254,2005,10,6,17:20,35238,2,1,6,1,1,4,2,1,0,60,1,0,1,1,1,14,0,2,0,1,1,0,0,0,
201900030490,2019,3,3,17:11,75102,2,7,6,1,8,4,1,1,0,0,1,0,1,1,1,27,0,2,0,1,1,1,0,0,
201500051926,2015,3,5,19:15,75109,2,1,3,1,1,4,-1,-1,0,100,-1,0,0,1,1,42,0,2,0,2,6,14,1,1,1.0
201000005358,2010,3,7,10:00,17476,1,1,2,1,1,3,2,1,0,67,1,0,1,1,1,37,5,2,13,0,0,1,1,1,1.0
201700031044,2017,5,2,18:20,56260,2,1,6,1,1,9,2,1,0,0,1,6,3,1,1,12,5,4,0,1,1,2,0,0,
200500021751,2005,4,1,18:50,91657,2,1,6,1,1,4,-1,1,0,0,1,0,1,1,1,31,5,2,0,1,0,1,0,0,
201500016402,2015,5,6,10:40,14118,2,1,6,1,1,4,2,2,0,0,1,0,4,1,1,33,5,9,0,1,1,1,0,0,
201900011036,2019,11,4,20:40,75106,2,7,6,5,1,4,2,1,0,0,1,0,6,1,1,37,0,2,0,1,8,7,0,0,
200700036677,2007,6,5,15:25,74010,2,1,6,1,1,4,1,1,25,66,1,0,1,1,2,21,4,9,0,1,1,1,0,0,
200500019875,2005,4,7,22:00,49007,2,1,2,5,1,4,2,1,0,0,1,0,1,1,1,35,0,9,0,0,0,1,1,1,1.0
201100066723,2011,12,7,17:05,97411,2,1,6,2,1,4,-1,-1,0,70,-1,0,0,1,1,15,0,2,0,0,0,0,0,0,
201100016258,2011,10,1,13:15,6088,2,2,3,1,1,4,1,1,0,0,1,0,1,1,2,54,0,2,0,2,1,1,30,1,1.0
201700012625,2017,4,7,11:45,85047,2,2,5,1,1,4,2,1,0,0,1,0,0,1,1,10,5,2,0,0,6,15,7,2,1.0
202100001122,2021,12,4,16:40,16232,1,1,2,1,1,3,2,1,0,-1,1,0,1,1,1,45,5,0,0,0,4,1,1,1,1.0
201900000320,2019,8,5,20:00,64445,2,1,6,1,1,4,2,2,0,0,1,0,1,1,1,15,5,0,0,1,1,1,0,0,
201100001921,2011,8,3,15:30,22196,1,4,2,1,1,3,2,1,0,0,1,0,1,1,1,33,5,2,0,2,4,21,1,2,1.0
201400053767,2014,7,6,18:50,75112,2,7,6,1,1,4,2,1,50,200,1,0,1,1,1,34,5,2,0,1,1,1,0,0,
201300053817,2013,8,7,12:45,75115,2,1,2,1,1,4,2,1,0,60,1,0,1,1,1,55,0,2,1,2,1,1,7,22,1.0
202100045797,2021,3,3,14:10,75106,2,3,3,1,1,4,2,1,0,-1,1,-1,5,1,1,53,5,2,0,2,8,18,50,16,1.0
200700014858,2007,3,3,17:20,37261,2,6,6,1,1,9,-1,1,0,0,1,5,1,1,1,27,5,9,0,1,1,1,0,0,
201200005632,2012,10,7,16:30,74056,2,1,6,1,1,4,1,1,0,66,1,0,1,1,1,15,5,1,0,1,1,1,0,0,
200800016066,2008,3,6,10:15,31320,2,1,5,1,1,3,2,1,0,58,1,0,1,1,1,9,5,0,0,0,0,9,1,1,2.0
200800023133,2008,5,4,19:20,3310,2,1,6,1,1,5,-1,1,0,120,1,6,1,1,1,6,5,2,0,1,1,1,0,0,
201500025902,2015,6,5,16:40,38185,2,2,6,1,2,4,1,1,0,57,2,0,1,1,2,30,0,2,0,1,1,21,0,0,
200500050547,2005,8,1,16:20,6088,2,1,3,1,1,4,1,1,0,83,1,0,1,1,1,21,5,2,0,2,8,1,5,1,1.0
200800023662,2008,5,2,17:00,15014,2,1,6,1,1,4,2,1,0,0,1,0,4,1,1,17,2,9,0,1,1,0,0,0,
200500022562,2005,4,2,10:45,69383,2,1,6,1,1,4,2,1,0,0,1,0,1,1,1,30,4,9,0,1,1,1,0,0,
200500058215,2005,9,3,15:20,33063,2,3,3,1,1,4,2,1,0,114,1,0,1,1,1,44,5,0,0,2,8,1,7,15,1.0
200900005909,2009,5,6,15:55,75118,2,1,6,1,1,4,1,1,0,50,1,0,5,1,1,33,5,2,0,1,1,1,0,0,
202100025055,2021,8,1,15:55,43016,1,1,5,1,1,3,2,1,0,-1,1,0,1,1,1,65,5,2,0,2,0,1,21,17,1.0
201900052834,2019,5,7,10:00,14055,1,1,2,1,1,3,2,2,0,0,1,0,1,1,1,56,5,2,0,9,4,1,1,1,1.0
200600052779,2006,9,5,18:30,56240,2,1,6,1,1,4,2,1,0,61,1,0,1,1,1,47,1,2,0,1,1,16,0,0,
201900008238,2019,10,6,17:15,75110,2,2,6,1,1,4,2,1,0,0,1,0,5,1,2,34,5,2,0,1,1,1,0,0,
202100028001,2021,7,7,10:15,56214,1,1,5,1,1,4,2,1,0,5,1,0,1,1,1,60,5,2,0,2,1,1,31,1,1.0
201500044339,2015,9,6,20:40,95585,2,1,6,5,1,4,2,1,0,0,1,0,1,1,1,19,5,2,0,1,1,1,0,0,
201200002969,2012,1,1,15:15,40303,1,1,5,1,1,3,2,1,0,51,1,0,1,1,1,66,5,2,0,2,6,2,21,17,1.0
200600018153,2006,4,4,22:30,52308,2,1,6,4,1,4,2,-1,41,0,1,0,1,1,1,15,0,0,0,1,1,1,0,0,
200600035806,2006,6,4,16:40,77479,2,1,6,1,1,9,2,1,0,32,1,0,5,1,1,52,5,2,0,1,1,1,0,0,
200600035039,2006,6,6,10:00,75007,2,3,3,5,1,4,2,1,0,60,1,0,1,1,1,45,5,0,0,2,3,1,5,1,1.0
201900049162,2019,5,6,10:30,63089,1,1,6,1,2,3,2,2,0,0,2,0,1,1,1,56,5,2,0,0,0,1,1,1,1.0
201100058856,2011,8,3,14:55,75107,2,5,6,1,1,4,2,1,244,115,1,0,1,1,1,42,0,2,0,1,1,1,0,0,
202100010742,2021,10,3,12:40,75101,2,2,6,1,1,4,2,1,0,-1,1,-1,5,1,1,34,4,0,0,1,1,1,0,0,
201300054241,2013,8,1,18:40,75116,2,1,4,1,7,4,2,1,0,100,1,0,5,1,1,65,5,2,0,2,4,1,1,1,2.0
201500025671,2015,10,5,14:40,37261,2,1,3,1,1,4,3,1,12,120,1,0,1,1,2,19,2,2,0,2,8,19,33,1,1.0
200500030119,2005,5,1,13:15,75001,2,1,6,1,1,4,1,1,0,90,1,0,1,1,1,19,5,0,0,1,1,7,0,0,
202100049180,2021,3,6,14:55,53202,1,1,6,1,1,3,2,1,0,-1,1,0,1,1,1,75,5,2,0,9,4,0,1,0,1.0
201500008387,2015,6,2,11:15,11084,1,1,5,1,1,3,2,1,0,62,1,0,1,1,1,46,5,2,0,2,4,1,7,1,2.0
201100027059,2011,4,5,12:20,32013,2,3,7,1,1,3,2,1,0,80,1,0,1,1,1,50,5,2,0,1,1,1,0,0,
202100002454,2021,12,5,16:30,75109,2,3,3,5,1,4,1,1,0,-1,1,-1,5,1,2,19,9,0,0,2,8,15,50,17,1.0
200700069746,2007,11,1,12:15,59512,2,1,6,1,1,4,2,1,0,0,1,0,1,1,1,15,2,2,0,1,0,16,0,0,
201200020837,2012,10,2,15:45,17300,2,1,6,1,1,4,-1,-1,0,0,-1,0,0,1,2,27,0,4,0,1,0,0,0,0,
201500054625,2015,7,2,19:00,75117,2,1,6,1,1,4,-1,1,0,0,1,0,0,1,1,29,9,2,0,1,1,5,0,0,
201500053855,2015,10,6,16:25,75115,2,1,6,1,1,4,2,1,0,90,1,0,1,1,1,22,5,2,0,1,1,17,0,0,
200700029663,2007,5,2,17:55,75004,2,3,6,1,1,4,1,1,0,30,1,0,1,1,2,41,5,0,0,1,1,21,0,0,
201100014766,2011,4,5,14:00,6027,2,3,3,1,1,4,2,-1,0,0,1,0,1,1,1,81,5,2,0,2,8,15,31,1,1.0
201000042494,2010,5,3,23:10,76217,2,3,3,5,1,3,2,2,0,132,1,0,1,1,1,17,9,2,0,2,1,1,7,1,1.0
201900057268,2019,10,5,21:10,75112,2,2,3,5,1,4,2,1,0,0,1,0,1,1,1,25,4,2,0,2,4,15,32,1,1.0
201600025854,2016,6,2,19:25,37261,2,1,1,1,1,4,1,1,0,40,1,0,1,1,1,16,5,2,0,2,1,0,1,0,1.0
200700062539,2007,10,7,11:45,13056,2,1,3,1,1,4,1,1,0,30,1,0,1,1,1,17,5,0,0,2,0,1,1,16,1.0
200800012506,2008,3,2,11:30,38185,2,1,6,1,1,4,2,1,0,54,1,0,1,1,1,19,0,9,0,1,1,1,0,0,
201700022497,2017,11,2,18:30,22278,2,1,6,5,1,4,2,1,0,35,1,0,5,1,2,17,2,2,0,1,1,1,0,0,
201400059724,2014,7,4,13:05,97416,2,1,7,1,1,3,1,1,0,10,1,0,5,1,1,53,0,9,0,1,1,1,0,0,
202100009393,2021,8,2,14:55,75116,2,1,6,1,1,4,1,4,0,-1,1,0,1,1,2,49,3,2,0,1,1,1,0,0,
201000063833,2010,4,4,14:40,75115,2,1,2,1,1,4,1,1,0,0,1,0,1,1,2,51,9,2,0,2,4,2,32,2,1.0
201900048161,2019,1,3,20:15,75110,2,1,6,3,1,4,1,1,0,0,1,0,5,1,1,25,0,0,0,1,1,1,0,0,
200900063068,2009,11,4,16:15,78005,2,1,7,1,1,4,2,1,0,60,1,0,1,1,1,42,9,9,0,1,1,1,0,0,
201300023806,2013,6,6,10:35,33063,2,1,6,1,1,4,3,1,0,0,1,2,5,1,1,55,5,2,0,1,1,1,0,0,
201800001396,2018,8,3,11:30,17051,1,1,6,1,1,9,2,1,0,0,1,0,5,1,1,24,5,9,0,2,8,1,1,1,1.0
201300050245,2013,7,3,14:55,75101,2,1,6,1,1,4,2,1,0,100,1,0,1,1,1,34,0,2,0,1,1,7,0,0,
200500028755,2005,5,5,16:20,44143,2,1,3,1,1,4,2,2,0,80,1,0,1,1,1,13,5,9,0,2,8,19,5,7,1.0
202000042542,2020,1,1,16:30,75112,2,2,6,1,1,4,2,1,0,3,1,0,1,1,1,30,9,2,0,1,2,1,0,0,
201500051380,2015,3,6,17:45,75107,2,1,6,1,1,4,-1,1,0,0,1,0,1,1,1,26,5,2,0,1,1,1,0,0,
201500023878,2015,10,1,13:30,33039,2,1,6,1,1,4,2,1,0,0,1,0,1,1,1,35,4,9,0,1,3,1,0,0,
201000043104,2010,4,7,12:40,77479,1,1,6,1,1,5,-1,1,0,25,1,0,0,1,2,22,5,4,0,1,1,1,0,0,
201800050532,2018,3,2,19:08,75104,2,2,6,5,2,4,2,1,0,120,2,0,1,1,1,26,1,2,0,1,1,1,0,0,
201800023888,2018,3,5,19:50,33063,2,1,6,2,1,4,1,1,0,0,1,0,1,1,1,39,0,2,0,1,1,5,0,0,
201400053858,2014,10,4,17:35,75111,2,2,6,1,1,4,1,1,0,60,1,0,1,1,2,40,5,2,0,1,1,1,0,0,
200600019109,2006,4,2,17:50,6088,2,3,3,1,1,4,2,1,0,74,1,0,1,1,1,39,1,0,0,2,1,2,2,15,1.0
201200035627,2012,7,4,14:00,67482,2,1,6,1,1,4,2,2,0,35,1,2,1,1,1,27,0,9,0,1,1,2,0,0,
201600055044,2016,7,7,13:10,75116,2,1,6,1,1,4,2,2,0,0,1,0,1,1,1,23,5,2,0,1,0,1,0,0,
200700065935,2007,10,5,17:55,94068,2,1,6,1,1,2,3,3,0,60,1,0,1,1,1,45,1,9,0,1,0,1,0,0,
201500006108,2015,7,2,22:45,88372,2,1,6,3,1,9,2,1,0,30,1,0,5,1,1,18,5,2,0,1,1,1,0,0,
201700011840,2017,2,1,21:40,30138,2,1,1,5,2,4,1,2,0,0,2,0,1,1,1,17,5,2,0,2,1,5,7,1,1.0
200500057289,2005,9,5,16:15,13055,2,1,6,1,1,4,1,1,0,500,1,0,0,1,1,23,5,0,0,1,1,1,0,0,
200900046614,2009,10,2,14:15,1283,2,9,3,1,1,4,1,1,0,0,1,0,1,1,1,12,5,9,15,2,7,5,7,1,1.0
201300038551,2013,6,5,21:20,92004,2,1,3,1,1,3,2,1,0,0,1,0,1,1,1,18,5,2,0,2,7,19,33,1,1.0
201000027127,2010,4,4,19:10,29039,1,3,2,1,1,3,-1,1,0,75,1,0,1,1,1,21,5,9,0,2,4,15,31,17,1.0
200800039775,2008,7,1,18:15,54257,2,1,6,1,1,4,2,1,0,0,1,0,4,1,1,20,5,2,0,1,1,1,0,0,
201700020313,2017,8,7,17:35,56186,1,1,6,1,1,4,2,1,0,0,1,0,5,1,1,73,5,2,0,1,2,17,0,0,
201800012704,2018,4,7,12:00,18197,2,6,4,1,7,3,1,1,0,0,1,5,1,1,2,45,5,2,0,0,0,1,7,16,1.0
201600051770,2016,10,4,19:20,75105,2,5,6,2,2,4,2,1,0,126,2,0,1,1,1,22,1,2,0,1,1,1,0,0,
201500026486,2015,11,4,17:29,42218,1,1,6,5,1,4,1,1,0,0,1,0,1,1,2,24,1,9,0,1,1,5,0,0,
201300036421,2013,6,6,12:10,83126,2,1,3,1,1,3,2,2,0,0,1,0,1,1,1,17,5,9,0,2,1,15,32,1,1.0
201800023420,2018,1,3,18:25,28204,1,1,4,3,1,3,2,1,0,0,1,0,1,1,1,13,5,2,0,2,4,1,10,1,1.0
201500052331,2015,3,4,15:05,75111,2,1,1,1,1,4,2,1,0,35,1,0,1,1,1,54,0,2,0,2,2,7,10,22,1.0
200700081690,2007,2,1,18:50,97209,1,1,3,5,1,2,2,1,0,120,1,0,1,1,1,62,9,2,0,2,0,1,1,15,1.0
201400011003,2014,4,6,11:25,6088,2,1,6,1,1,4,2,1,0,0,1,4,0,1,1,41,0,2,0,1,1,0,0,0,
201300039168,2013,3,4,10:06,92025,2,1,6,1,1,4,-1,1,0,0,-1,0,1,1,1,20,0,2,0,2,0,0,30,0,1.0
201600052868,2016,7,1,21:30,75110,2,1,6,2,1,4,2,2,0,250,1,0,1,1,2,34,5,2,0,2,0,19,1,1,1.0
202000041421,2020,5,3,09:20,75104,2,1,6,1,1,4,2,1,0,-1,1,-1,5,1,1,20,9,2,0,1,4,1,0,0,
201600053564,2016,8,7,18:35,75112,2,5,6,1,1,4,1,1,0,50,1,0,5,1,1,26,5,2,0,1,0,1,0,0,
201500038492,2015,9,2,19:00,92040,2,3,6,1,1,9,2,1,0,0,1,0,4,1,1,29,0,2,0,1,1,1,0,0,
201400044432,2014,2,2,15:45,94003,2,3,7,1,2,3,2,1,0,0,2,6,4,1,1,13,2,9,0,0,7,1,0,0,
200800008175,2008,2,1,14:10,31555,2,1,6,1,1,4,1,1,0,30,1,0,1,1,2,34,1,9,0,1,1,1,0,0,
201800050459,2018,6,1,21:40,75103,2,2,3,5,1,4,1,1,0,89,1,5,1,1,1,42,4,2,0,2,0,1,2,1,1.0
200800008462,2008,2,5,16:20,38185,2,1,1,1,1,4,2,1,0,24,1,1,5,1,1,36,0,9,0,2,1,1,1,16,1.0
201600028412,2016,9,3,17:10,51454,2,2,6,1,1,4,-1,1,0,68,-1,0,1,1,1,59,0,2,0,1,0,15,0,0,
201400028357,2014,4,3,19:00,49007,2,1,6,1,1,4,2,1,0,0,1,0,4,1,1,20,5,9,0,1,1,0,0,0,
201900040074,2019,5,2,08:55,75111,2,1,6,1,1,4,2,1,0,0,1,0,1,1,2,27,1,2,0,1,7,1,0,0,
201500050542,2015,6,4,10:05,75101,2,2,6,1,1,4,1,1,120,60,3,5,1,1,1,29,1,2,0,1,1,7,0,0,
201500012820,2015,6,4,13:55,11262,2,1,6,1,1,4,1,1,0,0,1,6,4,1,1,12,5,9,0,1,3,13,0,0,
201700016117,2017,12,7,17:00,38490,1,2,5,3,1,4,2,1,6,620,1,0,0,1,2,12,5,4,0,2,3,15,7,1,1.0
201400023442,2014,9,4,13:10,31555,2,2,3,1,1,4,2,1,0,0,1,0,1,1,1,22,0,4,0,0,0,0,7,0,1.0
201800017471,2018,8,1,16:40,71109,1,1,6,1,1,9,2,1,0,0,1,0,1,1,1,63,5,2,0,1,1,1,0,0,
201500024087,2015,12,3,10:40,33063,2,2,3,1,1,4,1,1,0,0,1,0,1,1,1,33,0,2,0,2,2,15,10,1,1.0
201700035636,2017,12,1,14:30,74010,2,1,6,1,4,4,3,1,0,200,5,0,1,1,1,26,0,2,0,1,1,1,0,0,
202100024318,2021,8,5,19:18,75101,2,2,6,1,1,4,2,1,0,-1,1,0,5,1,1,31,5,0,0,1,1,1,0,0,
202000013352,2020,9,7,10:45,75113,2,1,3,1,1,4,2,1,0,-1,1,-1,5,1,1,73,5,2,0,2,1,18,1,14,1.0
200900032397,2009,11,4,19:09,75109,2,3,6,5,1,4,2,1,0,0,1,0,1,1,1,30,1,2,0,1,1,7,0,0,
201600051668,2016,4,3,13:09,75105,2,1,6,5,1,4,2,1,0,110,1,0,1,1,1,19,5,2,0,2,7,1,30,18,1.0
201300048412,2013,7,1,18:00,69383,2,2,6,1,1,4,2,1,0,0,1,0,1,1,1,29,1,2,0,1,0,13,0,0,
201100062162,2011,8,5,12:35,75116,2,5,6,1,1,4,2,1,0,0,1,0,1,1,1,50,5,2,0,1,1,1,0,0,
200500044713,2005,7,4,12:00,37261,2,3,3,1,1,4,2,1,0,64,1,0,1,1,1,41,0,9,0,0,0,0,1,0,1.0
200900009416,2009,6,7,17:25,75119,2,2,6,1,1,4,1,1,0,40,1,0,5,1,1,48,5,9,0,1,0,0,0,0,
202000023996,2020,12,4,17:40,75114,2,1,6,5,1,4,2,1,0,-1,1,0,4,1,1,45,9,2,0,1,1,25,0,0,
200500074127,2005,11,5,16:50,54395,2,1,6,5,1,4,1,1,0,0,1,0,1,1,2,6,2,2,0,1,1,0,0,0,
200600037373,2006,6,4,12:05,69383,2,1,3,5,1,4,2,1,0,0,1,0,1,1,1,25,4,9,0,2,8,13,5,1,1.0
202100046035,2021,3,2,15:30,55258,1,1,2,1,1,3,2,1,0,-1,1,0,1,1,1,32,5,2,0,0,4,1,1,1,1.0
201300048159,2013,7,3,13:15,69382,2,1,6,1,1,4,1,1,0,124,1,6,1,1,1,23,0,9,0,1,0,1,0,0,
200900034975,2009,1,4,18:30,62108,2,1,6,5,9,4,2,1,0,79,7,0,1,1,1,41,5,9,0,1,2,1,0,0,
200700042804,2007,7,6,23:10,33063,2,1,6,5,8,4,2,1,0,0,1,0,1,1,1,11,5,9,0,1,1,1,0,0,
201800032740,2018,5,7,16:25,86140,2,1,1,1,1,3,2,2,0,0,1,0,3,1,1,18,5,2,0,2,1,1,31,11,1.0
201600053172,2016,8,6,20:25,75111,2,1,6,1,1,4,1,1,0,100,1,0,5,1,1,36,5,2,0,1,2,2,0,0,
200600039118,2006,7,5,12:20,50129,2,3,7,1,1,4,1,1,0,0,1,5,1,1,1,28,1,2,0,1,1,1,0,0,
200700080815,2007,12,1,14:25,75111,2,1,6,1,1,4,1,1,125,75,1,0,5,1,1,42,5,9,0,1,1,1,0,0,
200700080619,2007,12,6,17:00,75104,2,1,6,5,8,4,3,1,0,200,1,0,1,1,2,26,1,9,0,1,5,21,0,0,
201800001363,2018,6,6,18:55,16187,2,1,2,1,1,3,2,2,0,53,1,0,1,1,2,2,5,2,0,2,4,1,7,1,1.0
201600051778,2016,11,4,13:55,75105,2,4,6,1,2,4,2,1,0,0,2,0,1,1,2,19,2,2,0,1,1,1,0,0,
201400025188,2014,5,4,12:10,34172,2,1,3,1,1,4,1,1,0,0,1,0,1,1,1,26,0,9,0,2,1,19,33,21,1.0
200500055412,2005,9,4,17:10,58079,1,1,3,1,1,2,2,-1,0,0,1,0,1,1,2,63,5,0,0,2,3,1,2,17,1.0
200700067754,2007,11,5,21:30,6088,2,1,3,5,1,4,1,1,0,0,1,0,1,1,1,22,0,9,0,2,1,0,2,0,1.0
201400052122,2014,4,7,18:10,75104,2,2,3,1,1,4,-1,1,0,120,1,0,1,1,1,30,5,2,0,2,1,1,30,1,1.0
201200035446,2012,3,3,17:40,67482,2,1,6,1,1,4,2,1,0,80,1,0,0,1,1,29,9,9,0,1,1,0,0,0,
200800003246,2008,1,6,21:10,44132,2,1,7,3,1,3,3,1,0,80,1,0,3,1,1,21,5,9,0,0,0,13,7,1,1.0
201700034508,2017,6,1,14:25,68376,2,2,6,1,1,3,2,1,0,98,1,0,1,1,1,47,1,9,0,1,1,1,0,0,
202100014415,2021,10,5,16:45,75104,2,2,3,1,1,4,2,1,0,-1,1,-1,5,1,1,39,9,2,0,2,4,18,50,1,1.0
201200053878,2012,3,6,15:15,75104,2,2,6,1,1,4,1,1,0,40,1,0,1,1,1,39,5,2,0,1,1,1,0,0,
200700023027,2007,4,1,12:35,75015,2,4,6,1,1,4,2,1,0,90,1,0,1,1,1,28,4,0,0,1,1,1,0,0,
201600023841,2016,5,2,22:30,33063,2,2,3,5,1,4,1,1,0,0,1,0,1,1,1,22,5,2,0,0,8,5,30,1,1.0
200500021000,2005,4,2,14:54,75007,2,1,6,1,2,4,2,1,0,120,1,0,1,1,1,39,4,2,0,1,2,19,0,0,
201000034246,2010,3,2,10:40,49246,2,1,7,1,1,3,2,1,0,70,1,0,1,1,1,40,0,9,0,1,1,1,0,0,
201800028210,2018,1,1,12:20,52448,2,1,6,1,3,4,1,1,0,0,2,0,1,1,1,13,2,9,0,1,0,21,0,0,
200900040818,2009,12,4,18:15,75116,2,1,5,5,1,4,2,2,0,0,1,0,1,1,1,45,0,2,0,2,1,1,0,0,2.0
201500051180,2015,11,2,11:30,75105,2,2,3,1,2,4,2,1,0,140,2,0,1,1,1,23,9,2,0,2,0,15,32,1,1.0
200800013874,2008,3,6,17:45,91421,2,1,7,1,1,3,2,1,0,70,1,0,4,1,1,17,5,9,0,1,1,1,0,0,
201600052805,2016,4,3,11:05,75110,2,2,6,1,1,4,1,1,0,25,1,0,5,1,1,23,5,2,0,1,1,21,0,0,
202100013680,2021,10,2,08:00,75120,2,5,3,1,1,4,1,1,0,-1,1,-1,5,1,1,32,1,0,0,2,1,1,31,15,1.0
201500024878,2015,6,3,15:50,35238,1,1,3,1,1,4,2,1,0,0,1,0,0,1,1,46,4,2,0,0,0,0,7,0,1.0
202100010570,2021,10,3,20:45,75102,2,7,3,5,1,4,1,1,0,-1,1,-1,6,1,1,23,5,0,0,2,1,1,1,1,1.0
201700034184,2017,7,7,18:45,67482,2,1,6,1,1,4,1,2,0,35,1,0,1,1,2,23,5,9,0,1,1,1,0,0,
200500066905,2005,10,7,16:00,57019,2,3,3,1,2,3,2,1,0,77,2,0,1,1,1,12,5,4,0,2,3,11,5,12,1.0
200700035405,2007,6,3,22:10,33243,2,1,6,5,2,4,1,1,98,62,1,0,1,1,1,21,9,2,0,1,0,0,0,0,
200700023489,2007,4,4,16:25,76319,2,3,3,1,1,4,2,2,0,60,1,0,1,1,2,15,0,2,0,2,1,0,7,1,1.0
201000058877,2010,12,5,22:20,69387,2,1,6,5,4,4,2,1,0,244,1,0,4,1,1,30,5,2,0,1,1,1,0,0,
201600054288,2016,9,5,11:38,75114,2,1,6,1,1,4,1,4,0,0,1,0,5,1,1,42,5,2,1,1,1,1,0,0,
200500034353,2005,6,6,21:40,59324,2,1,6,1,1,4,2,1,0,50,1,0,1,1,1,11,5,9,0,1,1,1,0,0,
200900000889,2009,2,7,17:30,75105,2,3,6,1,1,4,1,1,0,122,1,0,5,1,1,44,5,2,0,1,0,1,0,0,
200900012660,2009,7,4,16:40,75120,2,1,6,1,1,4,2,1,10,30,1,0,1,1,1,32,5,2,0,1,8,1,0,0,
202000018240,2020,11,6,19:00,75105,2,1,3,5,1,4,2,1,0,-1,1,0,1,1,1,19,9,0,0,2,8,1,30,13,1.0
200700029458,2007,5,5,13:25,72181,2,1,6,1,1,9,2,2,20,110,1,0,1,1,1,34,1,2,0,1,1,1,0,0,
201500051121,2015,8,1,12:40,75105,2,5,6,1,2,4,2,2,0,0,-1,0,1,1,1,25,0,2,0,1,0,1,0,0,
201500027461,2015,2,3,19:38,49007,2,1,7,5,1,4,1,1,0,21,1,0,1,1,1,19,2,2,0,1,0,1,0,0,
200900068530,2009,4,6,11:20,93055,2,3,2,1,1,3,2,1,0,6,1,0,1,1,2,58,5,9,0,0,4,1,7,1,1.0
202100010559,2021,10,3,16:40,75117,2,2,6,1,1,4,2,1,0,-1,1,-1,5,1,2,53,1,0,0,1,1,1,0,0,
